code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,team_h_difficulty,team_a_difficulty
2645202,1,True,True,8,2026-08-23T13:00:00Z,90,False,True,3,1.0,15,2.0,3,5
2645209,2,True,True,11,2026-08-28T19:00:00Z,90,False,True,15,4.0,8,1.0,4,3
2645222,3,True,True,26,2026-09-05T14:00:00Z,90,False,True,7,0.0,15,1.0,2,5
2645232,4,True,True,39,2026-09-13T15:30:00Z,90,False,True,15,1.0,16,0.0,4,4
2645241,5,True,True,45,2026-09-20T13:00:00Z,90,False,True,20,3.0,15,5.0,2,5
2645252,6,False,False,58,2026-10-11T15:30:00Z,0,False,False,15,,14,,4,4
2645261,7,False,False,67,2026-10-17T14:00:00Z,0,False,False,12,,15,,2,5
2645266,8,False,False,72,2026-10-24T11:30:00Z,0,False,False,15,,2,,4,4
2645282,9,False,False,88,2026-10-31T15:00:00Z,0,False,False,5,,15,,2,5
2645293,10,False,False,99,2026-11-07T17:30:00Z,0,False,False,15,,18,,4,3
2645302,11,False,False,108,2026-11-21T12:30:00Z,0,False,False,10,,15,,2,5
2645305,12,False,False,111,2026-11-29T16:30:00Z,0,False,False,15,,1,,4,5
2645322,13,False,False,128,2026-12-02T20:00:00Z,0,False,False,13,,15,,2,5
2645327,14,False,False,133,2026-12-05T15:00:00Z,0,False,False,15,,4,,4,3
2645343,15,False,False,149,2026-12-12T15:00:00Z,0,False,False,6,,15,,4,5
2645352,16,False,False,158,2026-12-19T15:00:00Z,0,False,False,11,,15,,2,5
2645363,17,False,False,169,2026-12-26T20:00:00Z,0,False,False,15,,17,,4,3
2645368,18,False,False,174,2026-12-29T20:15:00Z,0,False,False,15,,9,,4,3
2645382,19,False,False,188,2027-01-03T16:30:00Z,0,False,False,19,,15,,3,5
2645391,20,False,False,197,2027-01-06T20:15:00Z,0,False,False,15,,13,,4,3
2645402,21,False,False,208,2027-01-16T15:00:00Z,0,False,False,18,,15,,3,5
2645406,22,False,False,212,2027-01-23T15:00:00Z,0,False,False,15,,5,,4,3
2645422,23,False,False,228,2027-01-30T15:00:00Z,0,False,False,1,,15,,4,5
2645429,24,False,False,235,2027-02-06T15:00:00Z,0,False,False,15,,10,,4,3
2645444,25,False,False,250,2027-02-10T20:00:00Z,0,False,False,15,,19,,4,3
2645452,26,False,False,258,2027-02-20T15:00:00Z,0,False,False,17,,15,,2,5
2645460,27,False,False,266,2027-02-27T15:00:00Z,0,False,False,15,,11,,4,2
2645472,28,False,False,278,2027-03-03T20:00:00Z,0,False,False,9,,15,,3,5
2645478,29,False,False,284,2027-03-13T15:00:00Z,0,False,False,15,,7,,4,2
2645492,30,False,False,298,2027-03-20T15:00:00Z,0,False,False,16,,15,,4,5
2645495,31,False,False,302,2027-04-10T14:00:00Z,0,False,False,15,,3,,4,3
2645512,32,False,False,318,2027-04-17T14:00:00Z,0,False,False,8,,15,,3,5
2645518,33,False,False,324,2027-04-24T14:00:00Z,0,False,False,15,,6,,4,4
2645533,34,False,False,339,2027-05-01T14:00:00Z,0,False,False,4,,15,,3,5
2645541,35,False,False,347,2027-05-08T14:00:00Z,0,False,False,14,,15,,4,5
2645551,36,False,False,357,2027-05-15T14:00:00Z,0,False,False,15,,12,,4,2
2645561,37,False,False,367,2027-05-23T14:00:00Z,0,False,False,2,,15,,3,5
2645574,38,False,False,380,2027-05-30T15:00:00Z,0,False,False,15,,20,,4,3
