playerId,displayName,firstName,lastName,shirtNumber,position,preferredFoot,nationality,isoCode,birthDate,birthCountry,age,height_cm,weight_kg,joinDate,onLoan
10318,Maarten Stekelenburg,Maarten,Stekelenburg,,Goalkeeper,Right,Netherlands,NL,1982-09-22,Netherlands,43,197,92,2013-06-30,False
122074,Marcus Bettinelli,Marcus,Bettinelli,1.0,Goalkeeper,,England,GB-ENG,1992-05-24,,34,194,82,2012-07-01,False
15903,David Stockdale,David,Stockdale,13.0,Goalkeeper,,England,GB-ENG,1985-09-20,,40,191,84,2008-07-01,False
88734,Neil Etheridge,Neil,Etheridge,38.0,Goalkeeper,,Philippines,PH,1990-02-07,England,36,188,90,2010-07-01,False
111319,Jesse Joronen,Jesse,Joronen,41.0,Goalkeeper,,Finland,FI,1993-03-21,Finland,33,196,87,2012-07-01,False
114091,Stephen Arthurworrey,Stephen,Arthurworrey,,Defender,,England,GB-ENG,1994-10-15,,31,195,91,2013-07-01,False
4098,John Arne Riise,John Arne,Riise,3.0,Defender,Left,Norway,NO,1980-09-24,Norway,45,188,77,2011-07-13,False
10466,John Heitinga,John,Heitinga,4.0,Defender,Right,Netherlands,NL,1983-11-15,Netherlands,42,182,72,2014-01-31,False
16854,Philippe Senderos,Philippe,Senderos,4.0,Defender,Right,Switzerland,CH,1985-02-14,Switzerland,41,190,86,2010-06-08,False
15284,Brede Hangeland,Brede,Hangeland,5.0,Defender,,Norway,NO,1981-06-20,,44,195,85,2008-01-18,False
52582,Elsad Zverotic,Elsad,Zverotic,13.0,Defender,,Montenegro,ME,1986-10-31,,39,179,75,2013-09-02,False
42425,Matthew Briggs,Matthew,Briggs,17.0,Defender,,Guyana,GY,1991-03-06,,35,184,76,2006-07-01,False
82412,Jack Grimmer,Jack,Grimmer,26.0,Defender,,Scotland,GB-SCT,1994-01-25,,32,184,82,2012-07-01,False
17160,Sascha Riether,Sascha,Riether,27.0,Defender,Right,Germany,DE,1983-03-23,Germany,43,174,70,2013-07-01,False
78916,Dan Burn,Dan,Burn,33.0,Defender,,England,GB-ENG,1992-05-09,,34,198,87,2011-07-01,False
20599,Fernando Amorebieta,Fernando,Amorebieta,45.0,Defender,Left,Venezuela,VE,1985-03-29,Venezuela,41,192,85,2013-07-01,False
112060,Josh Passley,Josh,Passley,46.0,Defender,,England,GB-ENG,1994-11-21,,31,184,79,2013-07-01,False
106610,Larnell Cole,Larnell,Cole,,Midfielder,,England,GB-ENG,1993-03-09,,33,168,63,2014-01-31,False
