code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,team_h_difficulty,team_a_difficulty
2645195,1,True,True,1,2026-08-21T19:00:00Z,90,False,True,7,0.0,1,3.0,2,5
2645208,2,True,True,13,2026-08-29T14:00:00Z,90,False,True,11,1.0,7,0.0,2,2
2645222,3,True,True,26,2026-09-05T14:00:00Z,90,False,True,7,0.0,15,1.0,2,5
2645228,4,True,True,38,2026-09-13T13:00:00Z,90,False,True,5,5.0,7,0.0,2,2
2645243,5,False,False,47,2026-09-19T16:30:00Z,0,False,False,7,,18,,2,3
2645248,6,False,False,54,2026-10-12T19:00:00Z,0,False,False,17,,7,,2,2
2645264,7,False,False,70,2026-10-19T19:00:00Z,0,False,False,7,,19,,2,3
2645268,8,False,False,74,2026-10-24T14:00:00Z,0,False,False,10,,7,,2,2
2645279,9,False,False,85,2026-10-31T15:00:00Z,0,False,False,20,,7,,2,2
2645288,10,False,False,94,2026-11-07T15:00:00Z,0,False,False,7,,9,,2,3
2645299,11,False,False,105,2026-11-21T15:00:00Z,0,False,False,8,,7,,3,2
2645311,12,False,False,117,2026-11-28T15:00:00Z,0,False,False,7,,13,,2,3
2645319,13,False,False,125,2026-12-02T20:00:00Z,0,False,False,12,,7,,2,2
2645331,14,False,False,137,2026-12-05T15:00:00Z,0,False,False,7,,16,,2,4
2645337,15,False,False,143,2026-12-12T15:00:00Z,0,False,False,2,,7,,3,2
2645345,16,False,False,152,2026-12-19T15:00:00Z,0,False,False,7,,3,,2,3
2645356,17,False,False,162,2026-12-27T14:00:00Z,0,False,False,6,,7,,4,2
2645366,18,False,False,172,2026-12-30T19:30:00Z,0,False,False,4,,7,,3,2
2645381,19,False,False,187,2027-01-02T15:00:00Z,0,False,False,7,,14,,2,4
2645390,20,False,False,196,2027-01-06T19:30:00Z,0,False,False,7,,12,,2,2
2645399,21,False,False,205,2027-01-16T15:00:00Z,0,False,False,9,,7,,3,2
2645414,22,False,False,220,2027-01-23T15:00:00Z,0,False,False,7,,20,,2,3
2645419,23,False,False,225,2027-01-30T15:00:00Z,0,False,False,13,,7,,2,2
2645427,24,False,False,233,2027-02-06T15:00:00Z,0,False,False,7,,8,,2,3
2645436,25,False,False,242,2027-02-10T20:00:00Z,0,False,False,14,,7,,4,2
2645447,26,False,False,253,2027-02-20T15:00:00Z,0,False,False,7,,4,,2,3
2645456,27,False,False,262,2027-02-27T15:00:00Z,0,False,False,3,,7,,3,2
2645469,28,False,False,275,2027-03-03T20:00:00Z,0,False,False,7,,6,,2,4
2645478,29,False,False,284,2027-03-13T15:00:00Z,0,False,False,15,,7,,4,2
2645487,30,False,False,293,2027-03-20T15:00:00Z,0,False,False,7,,5,,2,3
2645498,31,False,False,304,2027-04-10T14:00:00Z,0,False,False,1,,7,,4,2
2645510,32,False,False,316,2027-04-17T14:00:00Z,0,False,False,7,,11,,2,2
2645516,33,False,False,321,2027-04-24T14:00:00Z,0,False,False,7,,2,,2,4
2645527,34,False,False,333,2027-05-01T14:00:00Z,0,False,False,16,,7,,4,2
2645542,35,False,False,348,2027-05-08T14:00:00Z,0,False,False,7,,17,,2,3
2645548,36,False,False,354,2027-05-15T14:00:00Z,0,False,False,19,,7,,3,2
2645559,37,False,False,365,2027-05-23T14:00:00Z,0,False,False,7,,10,,2,3
2645568,38,False,False,374,2027-05-30T15:00:00Z,0,False,False,18,,7,,3,2
