code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,team_h_difficulty,team_a_difficulty
2645204,1,True,True,10,2026-08-24T19:00:00Z,90,False,True,6,3.0,10,2.0,4,3
2645207,2,True,True,16,2026-08-30T13:00:00Z,90,False,True,5,3.0,6,4.0,2,4
2645215,3,True,True,29,2026-09-06T15:30:00Z,90,False,True,6,1.0,1,2.0,4,5
2645227,4,True,True,33,2026-09-12T14:00:00Z,90,False,True,11,2.0,6,2.0,2,4
2645236,5,False,False,41,2026-09-18T19:00:00Z,0,False,False,6,,4,,4,3
2645247,6,False,False,53,2026-10-10T14:00:00Z,0,False,False,3,,6,,3,4
2645258,7,False,False,64,2026-10-17T11:30:00Z,0,False,False,6,,9,,4,3
2645267,8,False,False,73,2026-10-24T16:30:00Z,0,False,False,19,,6,,3,4
2645278,9,False,False,84,2026-10-31T12:30:00Z,0,False,False,16,,6,,4,4
2645294,10,False,False,100,2026-11-07T15:00:00Z,0,False,False,6,,20,,4,3
2645298,11,False,False,104,2026-11-21T15:00:00Z,0,False,False,13,,6,,2,4
2645313,12,False,False,119,2026-11-28T15:00:00Z,0,False,False,6,,18,,4,3
2645318,13,False,False,124,2026-12-02T20:00:00Z,0,False,False,8,,6,,3,4
2645328,14,False,False,134,2026-12-05T15:00:00Z,0,False,False,14,,6,,4,4
2645343,15,False,False,149,2026-12-12T15:00:00Z,0,False,False,6,,15,,4,5
2645349,16,False,False,155,2026-12-19T15:00:00Z,0,False,False,2,,6,,3,4
2645356,17,False,False,162,2026-12-27T14:00:00Z,0,False,False,6,,7,,4,2
2645371,18,False,False,177,2026-12-30T20:15:00Z,0,False,False,6,,12,,4,2
2645379,19,False,False,185,2027-01-03T14:00:00Z,0,False,False,17,,6,,2,4
2645387,20,False,False,193,2027-01-06T19:30:00Z,0,False,False,6,,8,,4,3
2645398,21,False,False,204,2027-01-16T15:00:00Z,0,False,False,20,,6,,2,4
2645411,22,False,False,217,2027-01-23T15:00:00Z,0,False,False,6,,13,,4,3
2645418,23,False,False,224,2027-01-30T15:00:00Z,0,False,False,18,,6,,3,4
2645432,24,False,False,238,2027-02-06T15:00:00Z,0,False,False,6,,16,,4,4
2645443,25,False,False,249,2027-02-10T20:00:00Z,0,False,False,6,,17,,4,3
2645449,26,False,False,255,2027-02-20T15:00:00Z,0,False,False,12,,6,,2,4
2645455,27,False,False,261,2027-02-27T15:00:00Z,0,False,False,6,,2,,4,4
2645469,28,False,False,275,2027-03-03T20:00:00Z,0,False,False,7,,6,,2,4
2645477,29,False,False,283,2027-03-13T15:00:00Z,0,False,False,1,,6,,4,4
2645490,30,False,False,296,2027-03-20T15:00:00Z,0,False,False,6,,11,,4,2
2645497,31,False,False,303,2027-04-10T14:00:00Z,0,False,False,10,,6,,2,4
2645507,32,False,False,313,2027-04-17T14:00:00Z,0,False,False,6,,5,,4,3
2645518,33,False,False,324,2027-04-24T14:00:00Z,0,False,False,15,,6,,4,4
2645532,34,False,False,338,2027-05-01T14:00:00Z,0,False,False,6,,14,,4,4
2645544,35,False,False,350,2027-05-08T14:00:00Z,0,False,False,6,,19,,4,3
2645547,36,False,False,353,2027-05-15T14:00:00Z,0,False,False,9,,6,,3,4
2645555,37,False,False,361,2027-05-23T14:00:00Z,0,False,False,6,,3,,4,3
2645567,38,False,False,373,2027-05-30T15:00:00Z,0,False,False,4,,6,,3,4
