element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_id,first_name,second_name
1,252,5,2,False,2026-02-12T20:00:00Z,1,1,26,False,90,0,0,0,1,0,0,0,0,0,2,0,13,20.0,0.0,0.0,2.0,2,11,0,0,1,0.00,0.00,0.00,1.51,59,194830,4576749,245385,50555,1,David,Raya Martín
1,310,20,1,False,2026-02-18T20:00:00Z,2,2,26,False,90,0,0,0,2,0,0,0,0,0,0,0,-3,0.0,0.0,0.0,0.0,1,6,0,0,1,0.00,0.00,0.00,0.29,59,194830,4576749,245385,50555,1,David,Raya Martín
2,252,5,0,False,2026-02-12T20:00:00Z,1,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,41,-712,49233,306,1018,2,Kepa,Arrizabalaga Revuelta
2,310,20,0,False,2026-02-18T20:00:00Z,2,2,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,41,-712,49233,306,1018,2,Kepa,Arrizabalaga Revuelta
3,252,5,0,False,2026-02-12T20:00:00Z,1,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-413,26486,0,413,3,Karl,Hein
3,310,20,0,False,2026-02-18T20:00:00Z,2,2,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-413,26486,0,413,3,Karl,Hein
4,252,5,0,False,2026-02-12T20:00:00Z,1,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-1341,28452,183,1524,4,Tommy,Setford
4,310,20,0,False,2026-02-18T20:00:00Z,2,2,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-1341,28452,183,1524,4,Tommy,Setford
5,252,5,3,False,2026-02-12T20:00:00Z,1,1,26,False,90,0,0,0,1,0,0,0,1,0,0,0,14,43.0,6.4,8.0,5.7,14,4,4,18,1,0.12,0.03,0.15,1.51,71,262848,5593857,289752,26904,5,Gabriel,dos Santos Magalhães
5,310,20,4,False,2026-02-18T20:00:00Z,2,2,26,False,90,0,1,0,2,0,0,0,0,0,0,0,21,32.8,15.0,0.0,4.8,6,5,0,6,1,0.00,0.14,0.14,0.29,71,262848,5593857,289752,26904,5,Gabriel,dos Santos Magalhães
6,252,5,0,False,2026-02-12T20:00:00Z,1,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,61,164047,1872059,188142,24095,6,William,Saliba
6,310,20,1,False,2026-02-18T20:00:00Z,2,2,26,False,90,0,0,0,2,0,0,0,0,0,0,0,7,18.0,2.7,0.0,2.1,5,5,3,8,1,0.00,0.01,0.01,0.29,61,164047,1872059,188142,24095,6,William,Saliba
7,252,5,1,False,2026-02-12T20:00:00Z,1,1,26,False,9,0,0,0,0,0,0,0,0,0,0,0,2,1.4,1.3,0.0,0.3,1,0,0,1,0,0.00,0.00,0.00,0.33,56,53825,849400,61848,8023,7,Riccardo,Calafiori
7,310,20,1,False,2026-02-18T20:00:00Z,2,2,26,False,1,0,0,0,1,0,0,0,0,0,0,0,-1,0.2,0.3,0.0,0.1,0,0,0,0,0,0.00,0.01,0.01,0.17,56,53825,849400,61848,8023,7,Riccardo,Calafiori
8,252,5,2,False,2026-02-12T20:00:00Z,1,1,26,False,90,0,0,0,1,0,0,0,0,0,0,0,15,13.0,21.8,4.0,3.9,2,4,1,3,1,0.00,0.10,0.10,1.51,64,253679,4060996,321351,67672,8,Jurriën,Timber
8,310,20,1,False,2026-02-18T20:00:00Z,2,2,26,False,90,0,0,0,2,0,0,0,0,0,0,0,9,13.2,8.1,6.0,2.7,2,6,2,4,1,0.00,0.03,0.03,0.29,64,253679,4060996,321351,67672,8,Jurriën,Timber
9,252,5,0,False,2026-02-12T20:00:00Z,1,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-13,6181,0,13,9,Jakub,Kiwior
9,310,20,0,False,2026-02-18T20:00:00Z,2,2,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-13,6181,0,13,9,Jakub,Kiwior
10,252,5,0,False,2026-02-12T20:00:00Z,1,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-2066,184790,1048,3114,10,Myles,Lewis-Skelly
10,310,20,0,False,2026-02-18T20:00:00Z,2,2,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-2066,184790,1048,3114,10,Myles,Lewis-Skelly
11,252,5,0,False,2026-02-12T20:00:00Z,1,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-4724,67480,1897,6621,11,Benjamin,White
11,310,20,0,False,2026-02-18T20:00:00Z,2,2,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-4724,67480,1897,6621,11,Benjamin,White
13,252,5,0,False,2026-02-12T20:00:00Z,1,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,38,-1604,54488,259,1863,13,Brayden,Clarke
13,310,20,0,False,2026-02-18T20:00:00Z,2,2,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,38,-1604,54488,259,1863,13,Brayden,Clarke
14,252,5,0,False,2026-02-12T20:00:00Z,1,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-104,12322,0,104,14,Maldini,Kacurri
14,310,20,0,False,2026-02-18T20:00:00Z,2,2,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-104,12322,0,104,14,Maldini,Kacurri
15,252,5,0,False,2026-02-12T20:00:00Z,1,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,37,2424,25612,3309,885,15,Josh,Nichols
15,310,20,0,False,2026-02-18T20:00:00Z,2,2,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,37,2424,25612,3309,885,15,Josh,Nichols
16,252,5,1,False,2026-02-12T20:00:00Z,1,1,26,False,20,0,0,0,1,0,0,0,0,0,0,0,2,0.2,0.3,2.0,0.3,1,0,0,1,0,0.00,0.00,0.00,0.74,99,-286970,1004535,1052,288022,16,Bukayo,Saka
16,310,20,12,False,2026-02-18T20:00:00Z,2,2,26,False,72,1,0,0,1,0,0,0,0,0,0,3,37,51.6,20.9,43.0,11.6,6,9,3,18,1,0.55,0.13,0.68,0.12,99,-286970,1004535,1052,288022,16,Bukayo,Saka
17,252,5,1,False,2026-02-12T20:00:00Z,1,1,26,False,45,0,0,0,1,0,0,0,0,0,0,0,3,1.0,3.6,10.0,1.5,0,3,1,4,0,0.04,0.07,0.11,1.09,78,-36888,221545,354,37242,17,Martin,Ødegaard
17,310,20,0,False,2026-02-18T20:00:00Z,2,2,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,78,-36888,221545,354,37242,17,Martin,Ødegaard
18,252,5,11,False,2026-02-12T20:00:00Z,1,1,26,False,69,1,0,1,0,0,0,0,0,0,0,3,32,42.0,7.1,31.0,8.0,0,1,5,6,1,0.19,0.05,0.24,0.76,68,48533,196947,64787,16254,18,Noni,Madueke
18,310,20,2,False,2026-02-18T20:00:00Z,2,2,26,False,64,0,0,0,1,0,0,0,0,0,0,0,5,2.6,7.4,30.0,4.0,0,1,0,1,1,0.14,0.03,0.17,0.12,68,48533,196947,64787,16254,18,Noni,Madueke
19,252,5,1,False,2026-02-12T20:00:00Z,1,1,26,False,9,0,0,0,0,0,0,0,0,0,0,0,3,5.2,0.0,17.0,2.2,1,0,0,1,0,0.07,0.00,0.07,0.33,68,29143,145001,32514,3371,19,Gabriel,Martinelli Silva
19,310,20,2,False,2026-02-18T20:00:00Z,2,2,26,False,90,0,0,0,2,0,0,0,0,0,0,0,7,13.8,28.8,48.0,9.1,1,7,2,10,1,0.63,0.12,0.75,0.29,68,29143,145001,32514,3371,19,Gabriel,Martinelli Silva
20,252,5,2,False,2026-02-12T20:00:00Z,1,1,26,False,80,0,0,0,1,0,0,0,0,0,0,0,14,9.8,21.2,15.0,4.6,1,1,2,4,1,0.17,0.11,0.28,1.18,68,-21610,167327,23965,45575,20,Leandro,Trossard
20,310,20,1,False,2026-02-18T20:00:00Z,2,2,26,False,20,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0.3,5.0,0.7,0,2,1,3,0,0.01,0.00,0.01,0.00,68,-21610,167327,23965,45575,20,Leandro,Trossard
21,252,5,5,False,2026-02-12T20:00:00Z,1,1,26,False,90,0,0,0,1,0,0,0,0,0,0,1,23,23.0,45.8,6.0,7.5,3,7,2,12,1,0.00,0.11,0.11,1.51,75,301276,4655944,426772,125496,21,Declan,Rice
